#,Priority score,Bank,Branch address,City,Branch deposits $K,Miles,Branch phone,Hours,Business card page,Elan application link,Business / RM phone,Rail
1,911.0,East West Bank,900 Webster St,Oakland,980583,2.9,(510) 451-5600,Mon-Fri 9:00am-5:00pm; Sat 9:00am-2:00pm,https://www.eastwestbank.com/en/small-mid-size-businesses/disbursements-and-payments#corporate-card,,"888-761-3967 (Business Banking, M-F 6:00am-7:00pm PT)","MIXED | Elan for commercial One Card: ""The creditor and issuer of the East West Bank One Card is Elan Financia"
2,465.0,Poppy Bank,2531 Blanding Ave,Alameda,216259,0.5,(510) 865-9040,Mon-Fri 10:00am-6:00pm; Sat 10:00am-4:00,https://www.poppy.bank/business-checking-accounts/#business_credit_cards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=07362&ecid=OTHE_25940#business,(888) 636-9994 (toll-free); Santa Rosa corporate (707) 636-9000,"Elan | ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from "
3,369.4,Bank of Marin,2208 S Shore Ctr,Alameda,161233,1.4,(510) 748-8400,Mon-Thu 9:00am-5:00pm PT; Fri 10:00am-6:,https://www.bankofmarin.com/products/business-cards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=12155&ecid=OTHE_25940#business,(866) 626-6004 (client support); Oakland commercial banking by appointment (510) 748-8803,"Elan | ""The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S"
4,345.1,Cathay Bank,710 Webster St,Oakland,140691,2.8,510-208-3700,Mon-Fri 9:00am-5:00pm; Sat 10:00am-2:00p,https://www.cathaybank.com/business/credit-cards,https://www.mycardapply.com/synindex/?ecdma-lc=36055&ecid=OTHE_25940&offertype=0#business,800-922-8429 opt.3 Business Banking (M-F 6:00am-6:00pm PT); from overseas 626-582-7380,"Elan | ""The creditor and issuer of these cards is Elan Financial Services, pursuant to separate licenses from "
5,303.1,Mechanics Bank,2301 Shattuck Ave,Berkeley,238973,7.2,510-647-0720,Mon-Fri 9:00am-5:00pm; Sat-Sun closed,https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940 (site nav 'Credit Cards' links straight to the Elan page; Mechanics Bank has no on-site card product page),https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940#business,"800-797-6324 Customer Care (M-F 8-6 PT, Sat 9-5 PT); Treasury Management 800-272-1876","Elan | Westamerica-style co-branded Elan page: ""The creditor and issuer of these Cards is Elan Financial Servi"
6,290.0,Bank of Marin,"180 Grand Ave, Ste 1545",Oakland,131404,3.4,(510) 748-8800,Mon-Thu 9:00am-5:00pm PT; Fri 10:00am-5:,https://www.bankofmarin.com/products/business-cards,https://creditcardlearnmore.com/11t3/index?ecdma-lc=12155&ecid=OTHE_25940#business,(866) 626-6004 (client support); Oakland commercial banking by appointment (510) 748-8803,"Elan | ""The creditor and issuer of these cards is Elan Financial Services, pursuant to a license from Visa U.S"
7,277.1,Mechanics Bank,"1999 Harrison St, Ste 100",Oakland,119975,3.2,510-251-6100,Mon-Fri 9:00am-5:00pm; Sat-Sun closed,https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940 (site nav 'Credit Cards' links straight to the Elan page; Mechanics Bank has no on-site card product page),https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940#business,"800-797-6324 Customer Care (M-F 8-6 PT, Sat 9-5 PT); Treasury Management 800-272-1876","Elan | Westamerica-style co-branded Elan page: ""The creditor and issuer of these Cards is Elan Financial Servi"
8,267.8,East West Bank,"34420 Fremont Blvd, Ste F",Fremont,496554,17.1,(510) 796-7888,Mon-Fri 9:00am-5:00pm; Sat 9:00am-2:00pm,https://www.eastwestbank.com/en/small-mid-size-businesses/disbursements-and-payments#corporate-card,,"888-761-3967 (Business Banking, M-F 6:00am-7:00pm PT)","MIXED | Elan for commercial One Card: ""The creditor and issuer of the East West Bank One Card is Elan Financia"
9,253.1,Mechanics Bank,1801 Solano Ave,Berkeley,166681,9.0,510-559-2626,Mon-Fri 9:00am-5:00pm; Sat-Sun closed,https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940 (site nav 'Credit Cards' links straight to the Elan page; Mechanics Bank has no on-site card product page),https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940#business,"800-797-6324 Customer Care (M-F 8-6 PT, Sat 9-5 PT); Treasury Management 800-272-1876","Elan | Westamerica-style co-branded Elan page: ""The creditor and issuer of these Cards is Elan Financial Servi"
10,236.0,Mechanics Bank,801 San Pablo Ave,Albany,144830,9.3,510-558-2330,Mon-Fri 9:00am-5:00pm; Sat-Sun closed,https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940 (site nav 'Credit Cards' links straight to the Elan page; Mechanics Bank has no on-site card product page),https://creditcardlearnmore.com/11t3/index?ecdma-lc=10128&ecid=othe_25940#business,"800-797-6324 Customer Care (M-F 8-6 PT, Sat 9-5 PT); Treasury Management 800-272-1876","Elan | Westamerica-style co-branded Elan page: ""The creditor and issuer of these Cards is Elan Financial Servi"
